X;Y;fid;cng_(Meters);LABEL;MAP_LABEL
595697.648821651;6740840.33948152;9;1620;G04_UC055;
595681.9223288;6740865.18459453;9;1650;G04_UC056;
595662.434902168;6740887.99336923;9;1680;G04_UC057;
595642.947475536;6740910.80214393;9;1710;G04_UC058;
595623.460048904;6740933.61091862;9;1740;G04_UC059;
595584.485195639;6740979.22846802;9;1800;G04_UC061;
595573.139757528;6741006.45572225;9;0;G04_UC001;G04_UC001
595323.278245592;6741009.55148416;9;270;G04_UC010;G04_UC010
595167.08886502;6740767.31257702;9;570;G04_UC020;G04_UC020
595348.202632706;6740536.15487211;9;870;G04_UC030;G04_UC030
595620.068469085;6740442.63289987;9;1170;G04_UC040;G04_UC040
595739.890012552;6740696.41004815;9;1470;G04_UC050;G04_UC050
595603.972622271;6740956.41969332;9;1770;G04_UC060;G04_UC060
595976.962660664;6739880.20192859;10;30;G04_LH002;
595992.802300053;6739905.67948389;10;60;G04_LH003;
596008.641939441;6739931.15703919;10;90;G04_LH004;
596024.481578829;6739956.63459449;10;120;G04_LH005;
596040.321218217;6739982.11214979;10;150;G04_LH006;
596056.160857606;6740007.58970509;10;180;G04_LH007;
596072.000496994;6740033.06726039;10;210;G04_LH008;
596087.840136382;6740058.54481569;10;240;G04_LH009;
596119.519415158;6740109.49992629;10;300;G04_LH011;
596135.359054547;6740134.97748159;10;330;G04_LH012;
596151.198693935;6740160.45503689;10;360;G04_LH013;
596167.038333323;6740185.93259219;10;390;G04_LH014;
596182.877972711;6740211.41014748;10;420;G04_LH015;
596198.717612099;6740236.88770278;10;450;G04_LH016;
596214.557251488;6740262.36525808;10;480;G04_LH017;
596230.396890876;6740287.84281338;10;510;G04_LH018;
596246.236530264;6740313.32036868;10;540;G04_LH019;
596277.91580904;6740364.27547928;10;600;G04_LH021;
596291.810752719;6740354.06553864;10;630;G04_LH022;
596304.788158298;6740327.01767469;10;660;G04_LH023;
596317.765563876;6740299.96981074;10;690;G04_LH024;
596330.742969455;6740272.92194678;10;720;G04_LH025;
596343.720375033;6740245.87408283;10;750;G04_LH026;
596356.697780612;6740218.82621888;10;780;G04_LH027;
596369.67518619;6740191.77835492;10;810;G04_LH028;
596382.652591769;6740164.73049097;10;840;G04_LH029;
596408.607402926;6740110.63476306;10;900;G04_LH031;
596421.584808504;6740083.58689911;10;930;G04_LH032;
596434.562214083;6740056.53903515;10;960;G04_LH033;
596447.539619661;6740029.4911712;10;990;G04_LH034;
596460.51702524;6740002.44330725;10;1020;G04_LH035;
596473.494430818;6739975.39544329;10;1050;G04_LH036;
596486.471836397;6739948.34757934;10;1080;G04_LH037;
596499.449241975;6739921.29971539;10;1110;G04_LH038;
596512.426647554;6739894.25185143;10;1140;G04_LH039;
596538.381458711;6739840.15612353;10;1200;G04_LH041;
596551.35886429;6739813.10825957;10;1230;G04_LH042;
596564.336269868;6739786.06039562;10;1260;G04_LH043;
596577.313675447;6739759.01253167;10;1290;G04_LH044;
596590.291081025;6739731.96466771;10;1320;G04_LH045;
596603.268486604;6739704.91680376;10;1350;G04_LH046;
596616.245892182;6739677.8689398;10;1380;G04_LH047;
596629.223297761;6739650.82107585;10;1410;G04_LH048;
596642.200703339;6739623.7732119;10;1440;G04_LH049;
596667.535018;6739593.07496897;10;1500;G04_LH051;
596679.060583058;6739620.77264667;10;1530;G04_LH052;
596690.586148115;6739648.47032438;10;1560;G04_LH053;
596702.111713173;6739676.16800208;10;1590;G04_LH054;
596713.637278231;6739703.86567978;10;1620;G04_LH055;
596725.162843289;6739731.56335748;10;1650;G04_LH056;
596736.688408346;6739759.26103519;10;1680;G04_LH057;
596748.213973404;6739786.95871289;10;1710;G04_LH058;
596759.739538462;6739814.65639059;10;1740;G04_LH059;
596782.790668577;6739870.051746;10;1800;G04_LH061;
596794.316233635;6739897.7494237;10;1830;G04_LH062;
596805.841798693;6739925.4471014;10;1860;G04_LH063;
596817.367363751;6739953.1447791;10;1890;G04_LH064;
596828.892928808;6739980.8424568;10;1920;G04_LH065;
596840.418493866;6740008.54013451;10;1950;G04_LH066;
596851.944058924;6740036.23781221;10;1980;G04_LH067;
596863.469623982;6740063.93548991;10;2010;G04_LH068;
596863.431066517;6740081.64879085;10;2040;G04_LH069;
596805.266232761;6740066.92289142;10;2100;G04_LH071;
596776.183815883;6740059.5599417;10;2130;G04_LH072;
596747.101399004;6740052.19699199;10;2160;G04_LH073;
596718.018982126;6740044.83404227;10;2190;G04_LH074;
596688.936565248;6740037.47109255;10;2220;G04_LH075;
596659.85414837;6740030.10814284;10;2250;G04_LH076;
596630.771731492;6740022.74519312;10;2280;G04_LH077;
596601.689314613;6740015.38224341;10;2310;G04_LH078;
596572.606897735;6740008.01929369;10;2340;G04_LH079;
596514.442063979;6739993.29339426;10;2400;G04_LH081;
596485.359647101;6739985.93044454;10;2430;G04_LH082;
596456.277230222;6739978.56749483;10;2460;G04_LH083;
596427.194813344;6739971.20454511;10;2490;G04_LH084;
596398.112396466;6739963.84159539;10;2520;G04_LH085;
596369.029979588;6739956.47864568;10;2550;G04_LH086;
596339.94756271;6739949.11569596;10;2580;G04_LH087;
596310.865145831;6739941.75274625;10;2610;G04_LH088;
596281.782728953;6739934.38979653;10;2640;G04_LH089;
596223.617895197;6739919.6638971;10;2700;G04_LH091;
596194.535478318;6739912.30094738;10;2730;G04_LH092;
596165.45306144;6739904.93799766;10;2760;G04_LH093;
596136.370644562;6739897.57504795;10;2790;G04_LH094;
596107.288227684;6739890.21209823;10;2820;G04_LH095;
596078.205810806;6739882.84914852;10;2850;G04_LH096;
596049.123393927;6739875.4861988;10;2880;G04_LH097;
596020.040977049;6739868.12324908;10;2910;G04_LH098;
595990.958560171;6739860.76029937;10;2940;G04_LH099;
595961.123021276;6739854.72437329;10;0;G04_LH001;G04_LH001
596103.67977577;6740084.02237099;10;270;G04_LH010;G04_LH010
596262.076169652;6740338.79792398;10;570;G04_LH020;G04_LH020
596395.629997347;6740137.68262702;10;870;G04_LH030;G04_LH030
596525.404053133;6739867.20398748;10;1170;G04_LH040;G04_LH040
596655.178108918;6739596.72534794;10;1470;G04_LH050;G04_LH050
596771.26510352;6739842.35406829;10;1770;G04_LH060;G04_LH060
596834.348649639;6740074.28584114;10;2070;G04_LH070;G04_LH070
596543.524480857;6740000.65634397;10;2370;G04_LH080;G04_LH080
596252.700312075;6739927.02684681;10;2670;G04_LH090;G04_LH090
596473.421118176;6740146.70304897;11;30;G04_LC002;
596443.433355583;6740147.55984219;11;60;G04_LC003;
596413.445592989;6740148.4166354;11;90;G04_LC004;
596383.457830395;6740149.27342862;11;120;G04_LC005;
596353.470067801;6740150.13022184;11;150;G04_LC006;
596323.482305207;6740150.98701506;11;180;G04_LC007;
596298.25102469;6740142.96520172;11;210;G04_LC008;
596282.35105649;6740117.5252526;11;240;G04_LC009;
596250.55112009;6740066.64535436;11;300;G04_LC011;
596234.65115189;6740041.20540524;11;330;G04_LC012;
596218.751183689;6740015.76545612;11;360;G04_LC013;
596215.803764242;6739986.06641355;11;390;G04_LC014;
596213.502869276;6739956.15477899;11;420;G04_LC015;
596211.201974309;6739926.24314442;11;450;G04_LC016;
596208.901079343;6739896.33150986;11;480;G04_LC017;
596206.600184376;6739866.41987529;11;510;G04_LC018;
596219.356445966;6739839.30770598;11;540;G04_LC019;
596245.15246079;6739785.13607485;11;600;G04_LC021;
596258.050468202;6739758.05025928;11;630;G04_LC022;
596279.445262254;6739740.09092631;11;660;G04_LC023;
596307.382545646;6739729.15894585;11;690;G04_LC024;
596335.319829037;6739718.22696539;11;720;G04_LC025;
596363.257112428;6739707.29498493;11;750;G04_LC026;
596391.194395819;6739696.36300448;11;780;G04_LC027;
596420.890196877;6739693.71372936;11;810;G04_LC028;
596450.859253083;6739692.35149953;11;840;G04_LC029;
596510.797365496;6739689.62703988;11;900;G04_LC031;
596537.061143143;6739700.89142008;11;930;G04_LC032;
596561.541877576;6739718.23194031;11;960;G04_LC033;
596586.022612009;6739735.57246053;11;990;G04_LC034;
596610.503346442;6739752.91298075;11;1020;G04_LC035;
596634.984080875;6739770.25350098;11;1050;G04_LC036;
596657.996690764;6739788.54740909;11;1080;G04_LC037;
596663.880174818;6739817.96482936;11;1110;G04_LC038;
596669.763658873;6739847.38224964;11;1140;G04_LC039;
596681.530626981;6739906.21709018;11;1200;G04_LC041;
596684.81391726;6739935.6501737;11;1230;G04_LC042;
596679.285261209;6739965.13633931;11;1260;G04_LC043;
596673.756605157;6739994.62250491;11;1290;G04_LC044;
596666.182999408;6740023.03004255;11;1320;G04_LC045;
596644.969795973;6740044.24324599;11;1350;G04_LC046;
596623.756592537;6740065.45644942;11;1380;G04_LC047;
596602.543389101;6740086.66965286;11;1410;G04_LC048;
596576.497681835;6740101.30972849;11;1440;G04_LC049;
596523.347789718;6740129.15014817;11;1500;G04_LC051;
596496.77284366;6740143.07035801;11;1530;G04_LC052;
596503.40888077;6740145.84625575;11;0;G04_LC001;G04_LC001
596266.45108829;6740092.08530348;11;270;G04_LC010;G04_LC010
596232.254453378;6739812.22189041;11;570;G04_LC020;G04_LC020
596480.82830929;6739690.98926971;11;870;G04_LC030;G04_LC030
596675.647142927;6739876.79966991;11;1170;G04_LC040;G04_LC040
596549.922735777;6740115.22993833;11;1470;G04_LC050;G04_LC050
